"TIME","GEO","CITIZEN","SEX","AGE","DECISION","UNIT","Value"
"2015Q2","Sweden","Total","Total","Total","Rejected","Person","2,540"
"2015Q2","United Kingdom","Total","Total","Total","Rejected","Person","4,850"
"2015Q2","Norway","Total","Total","Total","Rejected","Person","505"
"2015Q3","Belgium","Total","Total","Total","Rejected","Person","2,045"
"2015Q3","Bulgaria","Total","Total","Total","Rejected","Person","170"
"2015Q3","Czech Republic","Total","Total","Total","Rejected","Person","210"
"2015Q3","Denmark","Total","Total","Total","Rejected","Person","625"
"2015Q3","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Rejected","Person","27,130"
"2015Q3","Estonia","Total","Total","Total","Rejected","Person","20"
"2015Q3","Ireland","Total","Total","Total","Rejected","Person","155"
"2015Q3","Greece","Total","Total","Total","Rejected","Person","1,300"
"2015Q3","Spain","Total","Total","Total","Rejected","Person","605"
"2015Q3","France","Total","Total","Total","Rejected","Person","14,665"
"2015Q3","Italy","Total","Total","Total","Rejected","Person","11,795"
"2015Q3","Cyprus","Total","Total","Total","Rejected","Person","125"
"2015Q3","Latvia","Total","Total","Total","Rejected","Person","70"
"2015Q3","Lithuania","Total","Total","Total","Rejected","Person","30"
"2015Q3","Luxembourg","Total","Total","Total","Rejected","Person","115"
"2015Q3","Hungary","Total","Total","Total","Rejected","Person","420"
"2015Q3","Malta","Total","Total","Total","Rejected","Person","50"
"2015Q3","Netherlands","Total","Total","Total","Rejected","Person","850"
"2015Q3","Austria","Total","Total","Total","Rejected","Person","1,325"
"2015Q3","Poland","Total","Total","Total","Rejected","Person","695"
"2015Q3","Portugal","Total","Total","Total","Rejected","Person","55"
"2015Q3","Romania","Total","Total","Total","Rejected","Person","190"
"2015Q3","Slovenia","Total","Total","Total","Rejected","Person","5"
"2015Q3","Slovakia","Total","Total","Total","Rejected","Person","10"
"2015Q3","Finland","Total","Total","Total","Rejected","Person","315"
"2015Q3","Sweden","Total","Total","Total","Rejected","Person","2,285"
"2015Q3","United Kingdom","Total","Total","Total","Rejected","Person","5,410"
"2015Q3","Norway","Total","Total","Total","Rejected","Person","605"
"2015Q4","Belgium","Total","Total","Total","Rejected","Person","2,125"
"2015Q4","Bulgaria","Total","Total","Total","Rejected","Person","75"
"2015Q4","Czech Republic","Total","Total","Total","Rejected","Person","240"
"2015Q4","Denmark","Total","Total","Total","Rejected","Person","715"
"2015Q4","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Rejected","Person","27,940"
"2015Q4","Estonia","Total","Total","Total","Rejected","Person","50"
"2015Q4","Ireland","Total","Total","Total","Rejected","Person","190"
"2015Q4","Greece","Total","Total","Total","Rejected","Person","1,600"
"2015Q4","Spain","Total","Total","Total","Rejected","Person","635"
"2015Q4","France","Total","Total","Total","Rejected","Person","15,685"
"2015Q4","Italy","Total","Total","Total","Rejected","Person","17,490"
"2015Q4","Cyprus","Total","Total","Total","Rejected","Person","115"
"2015Q4","Latvia","Total","Total","Total","Rejected","Person","25"
"2015Q4","Lithuania","Total","Total","Total","Rejected","Person","25"
"2015Q4","Luxembourg","Total","Total","Total","Rejected","Person","125"
"2015Q4","Hungary","Total","Total","Total","Rejected","Person","785"
"2015Q4","Malta","Total","Total","Total","Rejected","Person","45"
"2015Q4","Netherlands","Total","Total","Total","Rejected","Person","1,045"
"2015Q4","Austria","Total","Total","Total","Rejected","Person","1,440"
"2015Q4","Poland","Total","Total","Total","Rejected","Person","565"
"2015Q4","Portugal","Total","Total","Total","Rejected","Person","65"
"2015Q4","Romania","Total","Total","Total","Rejected","Person","165"
"2015Q4","Slovenia","Total","Total","Total","Rejected","Person","45"
"2015Q4","Slovakia","Total","Total","Total","Rejected","Person","5"
"2015Q4","Finland","Total","Total","Total","Rejected","Person","455"
"2015Q4","Sweden","Total","Total","Total","Rejected","Person","5,430"
"2015Q4","United Kingdom","Total","Total","Total","Rejected","Person","5,560"
"2015Q4","Norway","Total","Total","Total","Rejected","Person","1,475"
"2016Q1","Belgium","Total","Total","Total","Rejected","Person","2,255"
"2016Q1","Bulgaria","Total","Total","Total","Rejected","Person","110"
"2016Q1","Czech Republic","Total","Total","Total","Rejected","Person","215"
"2016Q1","Denmark","Total","Total","Total","Rejected","Person","505"
"2016Q1","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Rejected","Person","43,895"
"2016Q1","Estonia","Total","Total","Total","Rejected","Person","10"
"2016Q1","Ireland","Total","Total","Total","Rejected","Person","285"
"2016Q1","Greece","Total","Total","Total","Rejected","Person","1,700"
"2016Q1","Spain","Total","Total","Total","Rejected","Person","640"
"2016Q1","France","Total","Total","Total","Rejected","Person","14,290"
"2016Q1","Italy","Total","Total","Total","Rejected","Person","15,210"
"2016Q1","Cyprus","Total","Total","Total","Rejected","Person","180"
"2016Q1","Latvia","Total","Total","Total","Rejected","Person","40"
"2016Q1","Lithuania","Total","Total","Total","Rejected","Person","25"
"2016Q1","Luxembourg","Total","Total","Total","Rejected","Person","75"
"2016Q1","Hungary","Total","Total","Total","Rejected","Person","845"
"2016Q1","Malta","Total","Total","Total","Rejected","Person","65"
"2016Q1","Netherlands","Total","Total","Total","Rejected","Person","1,365"
"2016Q1","Austria","Total","Total","Total","Rejected","Person","1,760"
"2016Q1","Poland","Total","Total","Total","Rejected","Person","540"
"2016Q1","Portugal","Total","Total","Total","Rejected","Person","65"
"2016Q1","Romania","Total","Total","Total","Rejected","Person","150"
"2016Q1","Slovenia","Total","Total","Total","Rejected","Person","30"
"2016Q1","Slovakia","Total","Total","Total","Rejected","Person","5"
"2016Q1","Finland","Total","Total","Total","Rejected","Person","820"
"2016Q1","Sweden","Total","Total","Total","Rejected","Person","6,655"
"2016Q1","United Kingdom","Total","Total","Total","Rejected","Person","5,415"
"2016Q1","Norway","Total","Total","Total","Rejected","Person","1,035"
"2016Q2","Belgium","Total","Total","Total","Rejected","Person","2,540"
"2016Q2","Bulgaria","Total","Total","Total","Rejected","Person","210"
"2016Q2","Czech Republic","Total","Total","Total","Rejected","Person","275"
"2016Q2","Denmark","Total","Total","Total","Rejected","Person","570"
"2016Q2","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Rejected","Person","38,305"
"2016Q2","Estonia","Total","Total","Total","Rejected","Person","20"
"2016Q2","Ireland","Total","Total","Total","Rejected","Person","320"
"2016Q2","Greece","Total","Total","Total","Rejected","Person","1,855"
"2016Q2","Spain","Total","Total","Total","Rejected","Person","670"
"2016Q2","France","Total","Total","Total","Rejected","Person","14,090"
"2016Q2","Italy","Total","Total","Total","Rejected","Person","15,300"
"2016Q2","Cyprus","Total","Total","Total","Rejected","Person","145"
"2016Q2","Latvia","Total","Total","Total","Rejected","Person","25"
"2016Q2","Lithuania","Total","Total","Total","Rejected","Person","25"
"2016Q2","Luxembourg","Total","Total","Total","Rejected","Person","110"
"2016Q2","Hungary","Total","Total","Total","Rejected","Person","925"
"2016Q2","Malta","Total","Total","Total","Rejected","Person","60"
"2016Q2","Netherlands","Total","Total","Total","Rejected","Person","1,760"
"2016Q2","Austria","Total","Total","Total","Rejected","Person","3,155"
"2016Q2","Poland","Total","Total","Total","Rejected","Person","555"
"2016Q2","Portugal","Total","Total","Total","Rejected","Person","70"
"2016Q2","Romania","Total","Total","Total","Rejected","Person","125"
"2016Q2","Slovenia","Total","Total","Total","Rejected","Person","30"
"2016Q2","Slovakia","Total","Total","Total","Rejected","Person","5"
"2016Q2","Finland","Total","Total","Total","Rejected","Person","3,390"
"2016Q2","Sweden","Total","Total","Total","Rejected","Person","6,990"
"2016Q2","United Kingdom","Total","Total","Total","Rejected","Person","5,040"
"2016Q2","Norway","Total","Total","Total","Rejected","Person","2,270"
"2016Q3","Belgium","Total","Total","Total","Rejected","Person","2,350"
"2016Q3","Bulgaria","Total","Total","Total","Rejected","Person","510"
"2016Q3","Czech Republic","Total","Total","Total","Rejected","Person","190"
"2016Q3","Denmark","Total","Total","Total","Rejected","Person","850"
"2016Q3","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Rejected","Person","44,265"
"2016Q3","Estonia","Total","Total","Total","Rejected","Person","15"
"2016Q3","Ireland","Total","Total","Total","Rejected","Person","605"
"2016Q3","Greece","Total","Total","Total","Rejected","Person","2,530"
"2016Q3","Spain","Total","Total","Total","Rejected","Person","825"
"2016Q3","France","Total","Total","Total","Rejected","Person","14,625"
"2016Q3","Italy","Total","Total","Total","Rejected","Person","11,695"
"2016Q3","Cyprus","Total","Total","Total","Rejected","Person","160"
"2016Q3","Latvia","Total","Total","Total","Rejected","Person","40"
"2016Q3","Lithuania","Total","Total","Total","Rejected","Person","15"
"2016Q3","Luxembourg","Total","Total","Total","Rejected","Person","155"
"2016Q3","Hungary","Total","Total","Total","Rejected","Person","765"
"2016Q3","Malta","Total","Total","Total","Rejected","Person","90"
"2016Q3","Netherlands","Total","Total","Total","Rejected","Person","2,675"
"2016Q3","Austria","Total","Total","Total","Rejected","Person","3,205"
"2016Q3","Poland","Total","Total","Total","Rejected","Person","520"
"2016Q3","Portugal","Total","Total","Total","Rejected","Person","75"
"2016Q3","Romania","Total","Total","Total","Rejected","Person","85"
"2016Q3","Slovenia","Total","Total","Total","Rejected","Person","20"
"2016Q3","Slovakia","Total","Total","Total","Rejected","Person","15"
"2016Q3","Finland","Total","Total","Total","Rejected","Person","4,805"
"2016Q3","Sweden","Total","Total","Total","Rejected","Person","6,535"
"2016Q3","United Kingdom","Total","Total","Total","Rejected","Person","5,510"
"2016Q3","Norway","Total","Total","Total","Rejected","Person","1,270"
"2016Q4","Belgium","Total","Total","Total","Rejected","Person","2,815"
"2016Q4","Bulgaria","Total","Total","Total","Rejected","Person","870"
"2016Q4","Czech Republic","Total","Total","Total","Rejected","Person","190"
"2016Q4","Denmark","Total","Total","Total","Rejected","Person","1,375"
"2016Q4","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Rejected","Person","70,805"
"2016Q4","Estonia","Total","Total","Total","Rejected","Person","20"
"2016Q4","Ireland","Total","Total","Total","Rejected","Person","440"
"2016Q4","Greece","Total","Total","Total","Rejected","Person","2,660"
"2016Q4","Spain","Total","Total","Total","Rejected","Person","1,260"
"2016Q4","France","Total","Total","Total","Rejected","Person","15,730"
"2016Q4","Italy","Total","Total","Total","Rejected","Person","12,265"
"2016Q4","Cyprus","Total","Total","Total","Rejected","Person","190"
"2016Q4","Latvia","Total","Total","Total","Rejected","Person","20"
"2016Q4","Lithuania","Total","Total","Total","Rejected","Person","25"
"2016Q4","Luxembourg","Total","Total","Total","Rejected","Person","150"
"2016Q4","Hungary","Total","Total","Total","Rejected","Person","2,135"
"2016Q4","Malta","Total","Total","Total","Rejected","Person","30"
"2016Q4","Netherlands","Total","Total","Total","Rejected","Person","2,265"
"2016Q4","Austria","Total","Total","Total","Rejected","Person","3,930"
"2016Q4","Poland","Total","Total","Total","Rejected","Person","570"
"2016Q4","Portugal","Total","Total","Total","Rejected","Person","65"
"2016Q4","Romania","Total","Total","Total","Rejected","Person","130"
"2016Q4","Slovenia","Total","Total","Total","Rejected","Person","20"
"2016Q4","Slovakia","Total","Total","Total","Rejected","Person","15"
"2016Q4","Finland","Total","Total","Total","Rejected","Person","4,680"
"2016Q4","Sweden","Total","Total","Total","Rejected","Person","9,075"
"2016Q4","United Kingdom","Total","Total","Total","Rejected","Person","5,120"
"2016Q4","Norway","Total","Total","Total","Rejected","Person","1,995"
